"","PROBEID","SYMBOL","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"8163930","8163930","NDUFA8","NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 8, 19kDa",-0.333172936987769,7.2755812605362,-3.1053983873997,0.00847421406908859,0.0626195519094371,-2.67741598447651
"8114845","8114845","PRELID2","PRELI domain containing 2",-0.538894554299922,8.06643368484342,-3.10536749357103,0.00847471517619733,0.0626195519094371,-2.67747238766286
"7960757","7960757","C1RL","complement component 1, r subcomponent-like",0.263649696592182,5.82403364988831,3.10450786983605,0.00848867040070282,0.0626767592612848,-2.67904178839902
"7945262","7945262","JAM3","junctional adhesion molecule 3",0.249859155040278,5.8407278400689,3.10443390912444,0.00848987215830724,0.0626767592612848,-2.67917681513309
"7937533","7937533","AP2A2","adaptor-related protein complex 2, alpha 2 subunit",-0.277774405616533,6.70589208061302,-3.10390166828095,0.00849852533495436,0.062713255920008,-2.6801484933714
"8123407","8123407","MLLT4","myeloid/lymphoid or mixed-lineage leukemia; translocated to, 4",-0.326105889015513,7.72855816005687,-3.10357761113331,0.00850379817134416,0.0627247870352288,-2.68074009539927
"7922040","7922040","CD247","CD247 molecule",0.386154406824192,5.09306761591153,3.1033185885066,0.00850801515913654,0.0627285234541484,-2.68121296511937
"7997414","7997414","GAN","gigaxonin",-0.339732462896528,7.02572481362766,-3.10255450553111,0.00852046689022003,0.0627929438736094,-2.68260784516402
"7915592","7915592","RNU5D-1","RNA, U5D small nuclear 1",0.802548115707242,4.76856482588136,3.10148591347061,0.00853791151483032,0.0628940880478089,-2.68455856489812
"8084630","8084630","LOC344887","NmrA-like family domain containing 1 pseudogene",-0.549878580548608,5.36086062548579,-3.10105984956211,0.00854487689027655,0.0629179828863307,-2.68533632689808
"7945177","7945177","LINC00167","long intergenic non-protein coding RNA 167",0.2353959320166,3.98593772460893,3.10056612191146,0.00855295554162248,0.0629312873146982,-2.68623759222283
"7947221","7947221","LIN7C","lin-7 homolog C (C. elegans)",-0.403388848625229,7.72238549230971,-3.10049446853474,0.00855412860813774,0.0629312873146982,-2.6863683892018
"8066745","8066745","ZNF334","zinc finger protein 334",-0.247738060574101,3.89138434456624,-3.09993094623497,0.00856335986071406,0.0629581721462147,-2.68739703883923
"7992877","7992877","ZNF75A","zinc finger protein 75a",-0.308814584078916,5.60668942848088,-3.0998167940106,0.00856523103846526,0.0629581721462147,-2.6876054091075
"8140984","8140984","HEPACAM2","HEPACAM family member 2",-0.951706968323687,7.99360256905459,-3.0995262432876,0.00856999557361882,0.0629658171089091,-2.6881357685975
"7962312","7962312","ABCD2","ATP-binding cassette, sub-family D (ALD), member 2",0.372101703177699,4.95239197320579,3.09906030070807,0.00857764175920615,0.062994618410573,-2.68898627030851
"8132118","8132118","AQP1","aquaporin 1 (Colton blood group)",0.481005452607439,6.42779049860628,3.0977527030501,0.00859913601657768,0.0631250514530014,-2.69137300301399
"8043484","8043484","IGKC","immunoglobulin kappa constant",0.457077409706919,7.58327643021285,3.0975030084142,0.00860324659991911,0.0631278155461078,-2.69182875366318
"8123678","8123678","PXDC1","PX domain containing 1",0.496705613667383,5.13841430186703,3.09480951213448,0.00864771300329652,0.0634265666089939,-2.69674476066907
"7963313","7963313","GALNT6","polypeptide N-acetylgalactosaminyltransferase 6",0.255125998482426,5.69916023009698,3.0939540314819,0.00866188390529416,0.0635029528633578,-2.69830603670748
"8091656","8091656","METTL15","methyltransferase like 15",-0.478038591194446,6.50997772214862,-3.09320429004836,0.00867432230768335,0.0635665769110076,-2.69967429761212
"8126666","8126666","NFKBIE","nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, epsilon",0.377743668235271,5.75158662008837,3.09163013778293,0.00870049592749986,0.0637307556977091,-2.7025469730908
"8077490","8077490","LMCD1","LIM and cysteine-rich domains 1",0.376472710924887,5.5059829514709,3.09045205499441,0.00872013559886302,0.0638381494939761,-2.70469675665256
"8168205","8168205","FOXO4","forkhead box O4",-0.371484958279952,6.56427666452222,-3.09029786140784,0.00872270941269873,0.0638381494939761,-2.70497812489961
"7961339","7961339","LRP6","low density lipoprotein receptor-related protein 6",-0.443730077359559,6.98645607643552,-3.08955841803605,0.00873506280865764,0.0639008965137023,-2.70632741976929
"8026915","8026915","ARRDC2","arrestin domain containing 2",0.316575494419314,5.85106856538803,3.08894241816602,0.00874536724242924,0.0639486066611197,-2.70745143500475
"8097507","8097507","RAB33B","RAB33B, member RAS oncogene family",0.323099752649892,6.15797978726474,3.08811059020527,0.00875930129413519,0.0639975002891434,-2.70896923303809
"8084951","8084951","NRROS","negative regulator of reactive oxygen species",0.320491541102462,5.52625406577025,3.08766584770125,0.00876676031543467,0.0639975002891434,-2.70978071579219
"8051547","8051547","PRKD3","protein kinase D3",0.2283753422571,5.09772328063482,3.08754868583473,0.00876872635599295,0.0639975002891434,-2.70999448867445
"8152512","8152512","TNFRSF11B","tumor necrosis factor receptor superfamily, member 11b",0.500197920675785,5.15192488816177,3.08735919768444,0.00877190700245899,0.0639975002891434,-2.71034022580573
"8152764","8152764","MTSS1","metastasis suppressor 1",-0.390195331083506,6.10977802016458,-3.08734480124257,0.00877214870045383,0.0639975002891434,-2.71036649323454
"8145736","8145736","NRG1","neuregulin 1",0.340888877206043,4.89530891088574,3.0869796184238,0.0087782818790676,0.0639975002891434,-2.71103279322072
"7966488","7966488","HECTD4","HECT domain containing E3 ubiquitin protein ligase 4",-0.238647603214203,5.46586884498185,-3.08696352992006,0.0087785521809135,0.0639975002891434,-2.71106214755131
"8173869","8173869","POF1B","premature ovarian failure, 1B",-0.583557511301112,9.13925512688102,-3.08580961903731,0.00879796062959839,0.064111345863789,-2.71316747546549
"7913883","7913883","PAFAH2","platelet-activating factor acetylhydrolase 2, 40kDa",-0.29178268678825,7.42080719040254,-3.08465319161006,0.00881745435419533,0.0642257144817003,-2.71527730784531
"8102532","8102532","PDE5A","phosphodiesterase 5A, cGMP-specific",-0.49249475538324,7.13894636036908,-3.0828074922558,0.00884865633509643,0.0644252299746513,-2.71864449415888
"8134351","8134351","PPP1R9A","protein phosphatase 1, regulatory subunit 9A",-0.441619583264869,5.78144099477904,-3.08151572679268,0.00887055942606174,0.0645568995510115,-2.72100098252566
"8037005","8037005","TGFB1","transforming growth factor, beta 1",0.526941693963156,5.87618547094929,3.07975771485429,0.00890045506547913,0.0647465978214243,-2.7242078384533
"8156688","8156688","TDRD7","tudor domain containing 7",-0.325799356750641,6.97263638647672,-3.07933902527317,0.00890758983954392,0.0647613433648552,-2.72497155567684
"8090091","8090091","HACD2","3-hydroxyacyl-CoA dehydratase 2",-0.304992859671993,8.39923442542911,-3.07918925488673,0.00891014342048108,0.0647613433648552,-2.72524474384027
"8150318","8150318","FGFR1","fibroblast growth factor receptor 1",0.263544508083871,5.17020707978072,3.07857018046772,0.00892070637051871,0.0648102543618347,-2.72637394856947
"7937892","7937892","PGAP2","post-GPI attachment to proteins 2",-0.348984363753726,6.3314395701013,-3.07794867763665,0.00893132331761126,0.0648595154671546,-2.72750755704728
"8117685","8117685","ZKSCAN3","zinc finger with KRAB and SCAN domains 3",-0.264644773186376,4.48612595669319,-3.07753778322653,0.00893834942269318,0.0648812276334849,-2.72825700588428
"8043630","8043630","ARID5A","AT rich interactive domain 5A (MRF1-like)",0.245815769339758,5.18018496714105,3.07731288902176,0.00894219734383696,0.0648812276334849,-2.72866719577596
"7956759","7956759","SRGAP1","SLIT-ROBO Rho GTPase activating protein 1",-0.405961106675567,6.30904723738651,-3.07710087322321,0.00894582642929453,0.0648812276334849,-2.72905389333247
"8123951","8123951","ADTRP","androgen-dependent TFPI-regulating protein",-0.478537244090345,8.90915307340473,-3.07678984229359,0.00895115301992868,0.0648920209926733,-2.72962118003812
"8056837","8056837","GPR155","G protein-coupled receptor 155",0.36535770823826,5.40431273006721,3.07583522539403,0.00896752116363283,0.0649828173134919,-2.73136225721992
"8041745","8041745","CAMKMT","calmodulin-lysine N-methyltransferase",-0.299571826372586,5.74158640494691,-3.07419393935557,0.00899573294152672,0.0651593235259,-2.734355571739
"7981460","7981460","PPP1R13B","protein phosphatase 1, regulatory subunit 13B",-0.298185763556737,6.53976789499355,-3.07320873736528,0.00901270989314304,0.065254335526114,-2.73615225780565
"7951413","7951413","CARD17","caspase recruitment domain family, member 17",0.346127384046811,3.77597341125959,3.07213699232388,0.00903121443043675,0.0653184072260088,-2.73810669520519
"8018189","8018189","CD300E","CD300e molecule",0.594974127723917,5.06149522635767,3.07206222478814,0.00903250676447933,0.0653184072260088,-2.7382430385843
"8169174","8169174","RNF128","ring finger protein 128, E3 ubiquitin protein ligase",-0.627758582668456,7.25413077390773,-3.0720250070881,0.00903315012980059,0.0653184072260088,-2.7383109072965
"8174076","8174076","GLA","galactosidase, alpha",0.272913059036125,6.40684713803212,3.07147217116749,0.00904271213257464,0.0653595944050051,-2.7393190256866
"7965652","7965652","CDK17","cyclin-dependent kinase 17",0.274878570967464,6.3426006605162,3.07011949443564,0.00906615097783457,0.0655010036031074,-2.74178559764337
"8132929","8132929","GBAS","glioblastoma amplified sequence",-0.345426541748028,7.97667034053978,-3.06764569735339,0.00910917309647028,0.0657196426105342,-2.74629617920368
"7991335","7991335","ANPEP","alanyl (membrane) aminopeptidase",-1.04787340799992,8.49928817181939,-3.06741961789911,0.00911311500785018,0.0657196426105342,-2.74670837862575
"8105523","8105523","KIF2A","kinesin heavy chain member 2A",0.304218351450453,7.50642664110928,3.06730044022099,0.00911519366898412,0.0657196426105342,-2.74692566793367
"7942439","7942439","RELT","RELT tumor necrosis factor receptor",0.332801346815904,5.37299753782492,3.06725045234089,0.00911606568320714,0.0657196426105342,-2.74701680745875
"8055465","8055465","CXCR4","chemokine (C-X-C motif) receptor 4",0.707510068961106,7.39180070784164,3.0672377622796,0.00911628706838057,0.0657196426105342,-2.74703994436275
"8146115","8146115","C8orf4","chromosome 8 open reading frame 4",0.453562204745404,6.69213062946743,3.06697212409125,0.00912092250469148,0.0657196426105342,-2.74752426139034
"8148783","8148783","MROH1","maestro heat-like repeat family member 1",-0.242118465825709,6.50510813909758,-3.06681732736902,0.00912362482000022,0.0657196426105342,-2.74780648771399
"8135080","8135080","AP1S1","adaptor-related protein complex 1, sigma 1 subunit",-0.287372264195019,7.4431299604776,-3.06570059816397,0.00914314343071913,0.0658321903065322,-2.74984246589412
"8079462","8079462","NBEAL2","neurobeachin-like 2",0.255559267546614,6.21444989537295,3.06525097228978,0.00915101390757129,0.0658393050742718,-2.75066218218363
"7956658","7956658","SLC16A7","solute carrier family 16 (monocarboxylate transporter), member 7",0.332144257241604,5.99756353089133,3.06519920863068,0.00915192043798288,0.0658393050742718,-2.75075655199308
"8173629","8173629","ABCB7","ATP-binding cassette, sub-family B (MDR/TAP), member 7",-0.304812159913786,6.98438976125064,-3.06491397209186,0.00915691735519362,0.0658472330101673,-2.7512765605245
"8167912","8167912","KLF8","Kruppel-like factor 8",-0.354007891515909,3.64554812502307,-3.06399821996659,0.00917297834866031,0.0659346819568245,-2.75294600991685
"7916986","7916986","NEGR1","neuronal growth regulator 1",-0.283718794779786,5.75795988225762,-3.06375438705624,0.00917725956333329,0.0659374203900181,-2.75339051628469
"8024532","8024532","ZNF57","zinc finger protein 57",-0.383511454804078,6.90006213150704,-3.06279060621973,0.00919420111422903,0.0660081191654456,-2.75514744390188
"8081799","8081799","TIGIT","T cell immunoreceptor with Ig and ITIM domains",0.564188370035491,4.29521895651141,3.0627504108401,0.00919490835411241,0.0660081191654456,-2.75522071679248
"7999217","7999217","ROGDI","rogdi homolog",-0.250514256301486,6.15133042187864,-3.06199081597862,0.00920828366497821,0.0660760796435152,-2.75660537476128
"8117207","8117207","ALDH5A1","aldehyde dehydrogenase 5 family, member A1",-0.251282609552231,5.34366798735605,-3.061456916054,0.00921769643338619,0.0661005990938918,-2.75757859134674
"8131496","8131496","GLCCI1","glucocorticoid induced 1",0.544120602232361,6.90005628952729,3.06128180635401,0.00922078574211414,0.0661005990938918,-2.75789778473709
"7902965","7902965","BTBD8","BTB (POZ) domain containing 8",-0.312686286746664,3.8063850249166,-3.06113195063137,0.00922343033612272,0.0661005990938918,-2.75817094296431
"7978956","7978956","L2HGDH","L-2-hydroxyglutarate dehydrogenase",-0.242112857520199,5.49984294859374,-3.05980590362126,0.00924686484612361,0.0662404648680363,-2.76058800302264
"7968344","7968344","ALOX5AP","arachidonate 5-lipoxygenase-activating protein",0.441598470367166,7.08291973562787,3.05943725813312,0.00925339025178495,0.0662591340943145,-2.76125993164402
"8113733","8113733","CEP120","centrosomal protein 120kDa",0.264748161558351,6.9077432961867,3.05895457467757,0.0092619411850987,0.0662775579021902,-2.76213970221193
"8094372","8094372","SOD3","superoxide dismutase 3, extracellular",0.29289958355756,5.73527759752247,3.05875473618765,0.00926548370939763,0.0662775579021902,-2.76250393612074
"8104506","8104506","TRIO","trio Rho guanine nucleotide exchange factor",-0.27141613411818,7.30075725035615,-3.05862838125421,0.00926772429201335,0.0662775579021902,-2.76273423438968
"8085999","8085999","CMTM6","CKLF-like MARVEL transmembrane domain containing 6",0.284732408340893,7.96468899506629,3.05741794601677,0.00928921565211688,0.0663973432538638,-2.7649403520867
"7981183","7981183","TCL1A","T-cell leukemia/lymphoma 1A",0.653795385059468,4.74632549091038,3.05724282741885,0.0092923290038236,0.0663973432538638,-2.76525951146382
"8004057","8004057","KIF1C","kinesin family member 1C",-0.27803472542555,7.49882076646869,-3.05694307423392,0.0092976605887315,0.066407372164383,-2.76580581636657
"8027354","8027354","RPSAP58","ribosomal protein SA pseudogene 58",-0.596910801360894,4.41595302004929,-3.05662169466801,0.00930338021882683,0.0664201629980939,-2.76639152854677
"8136580","8136580","RAB19","RAB19, member RAS oncogene family",-0.395243503770854,5.88957301823056,-3.05630554010247,0.00930901027962616,0.0664323038359476,-2.76696771097844
"8062908","8062908","STK4","serine/threonine kinase 4",0.319262507019441,8.24848330291971,3.05562454178008,0.00932114898899053,0.0664908627881325,-2.76820878611102
"7937438","7937438","TMEM80","transmembrane protein 80",-0.278235629452127,6.63235848354429,-3.05537105567383,0.00932567137337191,0.0664950654737349,-2.76867073953924
"8013641","8013641","PIGS","phosphatidylinositol glycan anchor biosynthesis, class S",-0.318763972442492,6.99701036874517,-3.05488541473078,0.00933434168288206,0.0665288282001704,-2.76955575935083
"8042310","8042310","SLC1A4","solute carrier family 1 (glutamate/neutral amino acid transporter), member 4",0.480810505002403,6.16198331415622,3.05273479872387,0.00937283397500001,0.0667750236752424,-2.77347478321545
"8091352","8091352","UBQLN4","ubiquilin 4",-0.295655308630162,4.95857174805755,-3.05134620352482,0.00939777138632459,0.0669046070970323,-2.77600501400576
"8060344","8060344","TRIB3","tribbles pseudokinase 3",0.215039023793111,4.67769937583405,3.05128134569617,0.0093989377650214,0.0669046070970323,-2.77612319136617
"8175217","8175217","GPC4","glypican 4",-0.231660206529936,6.07882683651749,-3.04989224333841,0.00942395350304686,0.0670400351588543,-2.77865419920609
"8042270","8042270","UGP2","UDP-glucose pyrophosphorylase 2",-0.62853388830383,10.2200491326569,-3.0497846440514,0.00942589397684826,0.0670400351588543,-2.77885024413108
"7932885","7932885","ARHGAP12","Rho GTPase activating protein 12",-0.309052712675346,8.55503292986984,-3.04936421956388,0.0094334798387436,0.0670657738241376,-2.77961624560899
"8037123","8037123","POU2F2","POU class 2 homeobox 2",0.281010043493263,5.52053698747969,3.04903744916621,0.00943938006762804,0.0670795121577636,-2.78021160305045
"7946988","7946988","HPS5","Hermansky-Pudlak syndrome 5",0.472688258165564,5.74595657898003,3.04862088111416,0.00944690702996825,0.0671031442440755,-2.78097055545362
"7915385","7915385","EDN2","endothelin 2",-0.247277069495752,5.38545911102421,-3.04841419042749,0.00945064393973405,0.0671031442440755,-2.78134712399392
"7953383","7953383","SCARNA10","small Cajal body-specific RNA 10",0.572395848252805,8.88599602042919,3.04681849629851,0.00947954324354731,0.0672800831550843,-2.78425420386905
"8096905","8096905","AP1AR","adaptor-related protein complex 1 associated regulatory protein",-0.333474425037879,7.19337989100936,-3.04594224546324,0.00949545026834264,0.0673647008966012,-2.78585050205336
"8029423","8029423","ZNF233","zinc finger protein 233",-0.320389031003212,4.20144119648212,-3.04519086311094,0.00950911166088732,0.067433322877081,-2.78721927748401
"8130191","8130191","RMND1","required for meiotic nuclear division 1 homolog",-0.262240242203732,5.48129874304121,-3.04495942147361,0.00951332360012984,0.0674349051504382,-2.78764088079531
"8160722","8160722","UBAP2","ubiquitin associated protein 2",-0.234854793153761,7.27202898205661,-3.04470985380928,0.00951786749150289,0.0674388381439011,-2.78809549874196
"8041727","8041727","SLC3A1","solute carrier family 3 (amino acid transporter heavy chain), member 1",-0.524676292708249,6.39244434660463,-3.04446973775501,0.00952224133693116,0.0674415634864508,-2.78853289505821
"8030946","8030946","ZNF808","zinc finger protein 808",-0.312067445907476,7.43475066900102,-3.04390512781704,0.00953253390429598,0.0674861885201121,-2.78956137376194
"7995697","7995697","LPCAT2","lysophosphatidylcholine acyltransferase 2",0.246733563979972,7.20524023867485,3.04360861930702,0.00953794354750635,0.0674962216886322,-2.79010147640331
"8057056","8057056","TTN","titin",0.386693989720316,4.1831797838957,3.04336932345302,0.00954231160462733,0.0674988786559957,-2.79053735902031
"8038029","8038029","CARD8","caspase recruitment domain family, member 8",0.389082280931781,6.42212779386199,3.04311097455138,0.00954702968832905,0.0675040083274324,-2.79100794238156
"7930577","7930577","CASP7","caspase 7, apoptosis-related cysteine peptidase",-0.334845636364676,9.30006192851904,-3.0418916413124,0.00956932907190968,0.0676255748954171,-2.79322889447353
"8044021","8044021","IL1RL1","interleukin 1 receptor-like 1",0.490985574031805,4.8177868524974,3.04173361263037,0.00957222292231948,0.0676255748954171,-2.79351672735071
"7898249","7898249","SLC25A34","solute carrier family 25, member 34",-0.233947097706538,5.87066919209965,-3.04115264304638,0.00958286923670435,0.067672509321522,-2.79457488716903
"7982927","7982927","ITPKA","inositol-trisphosphate 3-kinase A",-0.305693876455383,5.56594470841041,-3.0406223652959,0.00959259691020447,0.0677129199849339,-2.79554069633209
"8083260","8083260","CPA3","carboxypeptidase A3 (mast cell)",0.612606014680681,7.75977876524603,3.04036487728033,0.00959732394126422,0.0677180127508401,-2.79600965856629
"7902441","7902441","ST6GALNAC5","ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 5",0.335612999267092,4.48641548650793,3.04001280327304,0.00960379116001675,0.0677353747814949,-2.79665088193192
"8096663","8096663","CISD2","CDGSH iron sulfur domain 2",0.208954519295188,8.05624890523313,3.03901761973643,0.00962209508009801,0.0678361715696985,-2.79846333362419
"8163181","8163181","C9orf152","chromosome 9 open reading frame 152",-0.591057748708929,6.4726375023677,-3.03799611492227,0.00964091923563887,0.0679405504784122,-2.80032364435308
"7993872","7993872","UQCRC2","ubiquinol-cytochrome c reductase core protein II",-0.300725161841749,10.5490791977235,-3.03738103379244,0.0096522715483659,0.067986031071254,-2.80144375952575
"8158866","8158866","POMT1","protein-O-mannosyltransferase 1",-0.284775937852035,6.21904505814661,-3.0372107985563,0.00965541586431331,0.067986031071254,-2.80175376732567
"8142136","8142136","CCDC71L","coiled-coil domain containing 71-like",0.256258428135994,6.64362846521925,3.03612943587743,0.00967541290851469,0.068098472369421,-2.80372293719636
"7983512","7983512","SQRDL","sulfide quinone reductase-like (yeast)",-0.440774716097696,9.3557359943922,-3.0353729640192,0.00968942642822463,0.068150550525214,-2.80510042534146
"7974461","7974461","LGALS3","lectin, galactoside-binding, soluble, 3",-0.284105012806586,9.23195766650099,-3.03529485957744,0.0096908744506456,0.068150550525214,-2.80524264617594
"7914851","7914851","CLSPN","claspin",0.338180196252319,4.78289127337024,3.03486910026957,0.00969877163150662,0.0681777269032229,-2.8060179055827
"7933010","7933010","PARD3","par-3 family cell polarity regulator",-0.351507117156048,7.04552712163596,-3.03430725659531,0.00970920277315855,0.0682226858200409,-2.8070409379391
"8018196","8018196","CD300LF","CD300 molecule-like family member f",0.266831620508672,5.32880290437842,3.03372460650664,0.0097200319996608,0.0682622084754792,-2.80810183005671
"8050608","8050608","LDAH","lipid droplet associated hydrolase",-0.275072523722618,6.43595755965269,-3.03337816989592,0.00972647662349628,0.0682622084754792,-2.80873261116217
"8001531","8001531","MT1G","metallothionein 1G",-0.934678089568955,10.3324909543426,-3.03335322949845,0.00972694074396246,0.0682622084754792,-2.80877802151328
"7916077","7916077","NRD1","nardilysin (N-arginine dibasic convertase)",0.243765238087287,8.26679956690345,3.03236404787732,0.00974536639252419,0.068363138685483,-2.81057904019021
"8172266","8172266","MIR221","microRNA 221",0.363599235527965,4.31194533085,3.03178541391741,0.00975616080182767,0.0684104747058062,-2.81163253324786
"8021376","8021376","NEDD4L","neural precursor cell expressed, developmentally down-regulated 4-like, E3 ubiquitin protein ligase",-0.560276941834361,8.24175501003167,-3.03091150568923,0.00977248611006732,0.0684965382159196,-2.81322356994415
"8151756","8151756","TMEM55A","transmembrane protein 55A",0.365346154238501,5.08939396889238,3.0300981279306,0.00978770508658114,0.0685747791934276,-2.81470435175131
"8071547","8071547","UBE2L3","ubiquitin-conjugating enzyme E2L 3",-0.274741551425469,6.2507331361121,-3.02820169973629,0.00982328050620563,0.0687866188969215,-2.81815666386456
"7968976","7968976","LRCH1","leucine-rich repeats and calponin homology (CH) domain containing 1",0.313486041824757,6.31280214121983,3.0279949790262,0.00982716618426893,0.0687866188969215,-2.81853296720788
"7925062","7925062","SIPA1L2","signal-induced proliferation-associated 1 like 2",-0.458744575327005,7.20582304903351,-3.02783263168523,0.00983021885927546,0.0687866188969215,-2.81882849329829
"8137271","8137271","AOC1","amine oxidase, copper containing 1",-0.450659319530227,7.86337588146985,-3.02759569479048,0.00983467576183276,0.0687866188969215,-2.81925979345593
"7916862","7916862","WLS","wntless Wnt ligand secretion mediator",-0.426317431533139,8.4631694693637,-3.02735122801959,0.0098392764127361,0.0687866188969215,-2.81970479576829
"8079950","8079950","GNAI2","guanine nucleotide binding protein (G protein), alpha inhibiting activity polypeptide 2",0.527354940147151,8.05397780166406,3.02718777405266,0.00984235366802632,0.0687866188969215,-2.82000232804621
"7903565","7903565","GPSM2","G-protein signaling modulator 2",-0.306455036874003,7.35558454786986,-3.02612727537698,0.00986234235140254,0.0688978346251287,-2.8219326835837
"7983447","7983447","SLC28A2","solute carrier family 28 (concentrative nucleoside transporter), member 2",0.71550233187652,5.25601307229979,3.02543413874599,0.00987542867670293,0.06896075886342,-2.82319430657383
"8149500","8149500","MTUS1","microtubule associated tumor suppressor 1",-0.246302740361374,7.26888828266767,-3.02507965555309,0.00988212794684786,0.0689790483358423,-2.82383950983692
"8121277","8121277","AIM1","absent in melanoma 1",-0.28967188745913,8.40496714309233,-3.0241222712228,0.00990024386763195,0.0690592782536703,-2.82558201823064
"8144625","8144625","BLK","BLK proto-oncogene, Src family tyrosine kinase",0.433297924161034,5.42384335380548,3.02404055269392,0.00990179170039612,0.0690592782536703,-2.82573074848261
"7995806","7995806","MT1A","metallothionein 1A",-0.477358184130241,6.40874714837848,-3.02302803155383,0.00992098987291882,0.0691646411511611,-2.82757352446534
"8152988","8152988","SLA","Src-like-adaptor",0.636120353759079,5.77095851855646,3.02171668570104,0.00994590903585778,0.0692961084886778,-2.82996003689527
"8016841","8016841","TMEM100","transmembrane protein 100",-0.304469126629571,3.68396931450427,-3.02160441456472,0.00994804538637294,0.0692961084886778,-2.8301643522792
"7990429","7990429","FAM219B","family with sequence similarity 219, member B",-0.348808323768161,5.34680828478425,-3.02117522836419,0.00995621636169017,0.0693244620307801,-2.83094539277912
"7917532","7917532","GBP2","guanylate binding protein 2, interferon-inducible",0.578552858262006,7.4404415962168,3.01935897611584,0.00999086868503453,0.0695371041536409,-2.83425047739234
"7990511","7990511","PTPN9","protein tyrosine phosphatase, non-receptor type 9",-0.25678689423179,6.89562250010329,-3.01850012692566,0.0100072964414216,0.0695962558159075,-2.83581325712633
"8066038","8066038","SLA2","Src-like-adaptor 2",0.258023619132445,4.49903866220466,3.01848423200098,0.0100076007268704,0.0695962558159075,-2.83584217930173
"8124397","8124397","HIST1H1C","histone cluster 1, H1c",-0.295581248342643,7.36476615679149,-3.01805499256618,0.0100158213785448,0.0696247846322687,-2.83662320950033
"8051215","8051215","RBKS","ribokinase",-0.410395470081593,5.80812036622016,-3.0176952744341,0.0100227157537729,0.0696440742019255,-2.83727772957109
"8118607","8118607","HLA-DPB2","major histocompatibility complex, class II, DP beta 2 (pseudogene)",0.264837138308234,4.54407919169105,3.01746193552443,0.0100271904624177,0.0696465414780745,-2.83770229253371
"8099967","8099967","RBM47","RNA binding motif protein 47",-0.350054173109935,9.27964639505585,-3.01599840597085,0.0100553017186231,0.0698037697777829,-2.84036510205716
"7980680","7980680","FOXN3","forkhead box N3",-0.275956337254908,7.35919187612868,-3.01558778448002,0.0100632029455178,0.0698037697777829,-2.84111217361118
"7968484","7968484","BRCA2","breast cancer 2, early onset",0.403458691345739,5.29652624382064,3.015508659372,0.0100647261895136,0.0698037697777829,-2.84125612972268
"8038904","8038904","ZNF577","zinc finger protein 577",-0.329249909686724,5.47127645384205,-3.01542469937807,0.0100663427610455,0.0698037697777829,-2.84140888161979
"8156167","8156167","NAA35","N(alpha)-acetyltransferase 35, NatC auxiliary subunit",-0.326615144889723,8.30849573906037,-3.01510943278372,0.0100724152314174,0.0698161975720687,-2.84198245410133
"8092230","8092230","ZMAT3","zinc finger, matrin-type 3",0.304571505237649,5.89333513221903,3.01490295244047,0.0100763943023688,0.0698161975720687,-2.84235810463842
"8002133","8002133","PSMB10","proteasome subunit beta 10",0.420299794880833,7.18557004579498,3.01295926194604,0.0101139277519027,0.0700475471420187,-2.84589409885864
"7992967","7992967","VASN","vasorin",0.309768217813406,5.45110344540328,3.01213097097486,0.0101299646006091,0.0701298859696547,-2.84740084603567
"8138640","8138640","CYCS","cytochrome c, somatic",-0.422527244958133,8.46106537232562,-3.01047428712686,0.0101621161705269,0.0703236741624754,-2.85041435724065
"8009176","8009176","TACO1","translational activator of mitochondrially encoded cytochrome c oxidase I",-0.268699209627356,6.57375833141052,-3.00958112184419,0.0101794920695466,0.0704150953059553,-2.85203893313396
"8163618","8163618","TNFSF15","tumor necrosis factor (ligand) superfamily, member 15",0.520089336661782,5.03977176185677,3.0089662118594,0.0101914718740939,0.0704581328445475,-2.85315735302959
"7905185","7905185","RPRD2","regulation of nuclear pre-mRNA domain containing 2",-0.217682704162553,6.88526307757085,-3.00883402314288,0.0101940490321639,0.0704581328445475,-2.8533977784398
"7995803","7995803","MT1JP","metallothionein 1J, pseudogene",-0.513945424838008,5.49642361469214,-3.00853945008557,0.0101997943746345,0.0704690329781655,-2.85393354400136
"8070129","8070129","DONSON","downstream neighbor of SON",0.31927665249424,5.52485667345481,3.00775926114145,0.0102150267108993,0.0705454418196336,-2.85535250661897
"8082075","8082075","DTX3L","deltex 3 like, E3 ubiquitin ligase",0.314765825286473,8.19301152754543,3.00729270227897,0.0102241465660326,0.0705508295253564,-2.85620103286564
"8105331","8105331","GZMK","granzyme K (granzyme 3; tryptase II)",0.748856557878329,5.91482498505105,3.00729236807252,0.0102241531016872,0.0705508295253564,-2.85620164067732
"8059158","8059158","GLB1L","galactosidase, beta 1-like",0.289969313349238,4.70003826811868,3.00704334241425,0.0102290241375005,0.0705556434388345,-2.856654533922
"7944164","7944164","TMPRSS4","transmembrane protease, serine 4",-0.483692575063323,8.74877749145816,-3.00571515394402,0.0102550429964575,0.0707062630090175,-2.85906997143569
"8084679","8084679","KNG1","kininogen 1",-0.36949144956196,3.82102181233573,-3.00532404509239,0.0102627172460753,0.0707303292956173,-2.85978121223235
